Typ wiadomoœci: L-podanie trajektori dla nastêpnika, R-potwierdzenie znajdowania siê na trajektorii przez nastêpnika, S - sygna³ odjazdu;ID auta;Moment Symulacji w sec;Przed wjazdem na skrzy¿owanie/ Po ruszeniu;Czas trwania nadawania sygna³u odjazdu (S)
R;145;80.00275053882;after;
R;61;80.003015308758;after;
R;181;80.003015312774;before;
R;259;80.003015312774;before;
R;241;80.00315542123;before;
R;271;80.00315542123;before;
L;349;80.419531460501;before;
L;331;80.579128238477;before;
R;325;81.001398485522;before;
R;217;81.001864457023;before;
R;271;81.001945413688;before;
R;199;81.001946483966;after;
R;253;81.002236438709;before;
R;73;81.002236441152;after;
R;283;81.002263511601;after;
R;343;81.002400263498;before;
R;115;81.002463539224;after;
R;313;81.002755510543;before;
R;85;81.00294846925;after;
R;211;81.002948482044;before;
R;103;81.002948486217;after;
R;349;81.003028460501;before;
R;103;81.003209563197;after;
R;127;81.003209567134;after;
R;211;81.003209571861;before;
R;49;81.003211276898;after;
R;331;81.003211288519;before;
R;361;82.001420485522;before;
R;343;82.001455268911;before;
R;181;82.001536312774;before;
R;259;82.001536312774;before;
R;253;82.001691507065;before;
R;103;82.001691510966;after;
R;205;82.001866337795;before;
R;85;82.002502522087;after;
R;241;82.002502532086;before;
R;205;82.002646337795;before;
R;277;82.002646337795;before;
R;145;82.002670539505;after;
R;295;82.002780510543;before;
R;217;82.002801521801;before;
R;241;82.002801539888;before;
R;259;82.002950362816;before;
R;163;82.002974567354;before;
R;271;82.003084535564;before;
R;301;82.003084535564;before;
L;61;82.464585282124;after;
L;331;82.464585293932;before;
L;349;82.663723510543;before;
R;73;83.00126352683;after;
R;325;83.001263535564;before;
R;331;83.001295293932;before;
R;85;83.001372547098;after;
R;271;83.001754558632;before;
R;295;83.001754570344;before;
R;253;83.001754578367;before;
R;313;83.002009543117;before;
R;301;83.002009543435;before;
R;199;83.002149539473;after;
R;127;83.002338360035;after;
R;283;83.002557567345;after;
R;313;83.003101560585;before;
R;349;83.003101560585;before;
R;151;83.003162382275;before;
R;343;83.003237318953;before;
R;259;84.001252343974;before;
R;301;84.001290595365;before;
R;361;84.001909585606;before;
R;271;84.002107566218;before;
R;85;84.00211460604;after;
R;295;84.002114620386;before;
R;181;84.002168362816;before;
R;259;84.002168362816;before;
R;145;84.002392594931;after;
R;205;84.002602387837;before;
R;277;84.002602387837;before;
R;103;84.002749596058;after;
R;241;84.002749599862;before;
R;271;84.002749599862;before;
R;163;84.002930622488;before;
R;205;84.003070387837;before;
L;349;84.227295610627;before;
L;331;84.663446343974;before;
R;331;85.001425343974;before;
R;181;85.001917412858;before;
R;325;85.001936617374;before;
R;313;85.001936629785;before;
R;199;85.00210559513;after;
R;85;85.00238365353;after;
R;325;85.002383654806;before;
R;85;85.00268766614;after;
R;313;85.002687679827;before;
R;349;85.002687679827;before;
R;343;85.002743368995;before;
R;73;85.003101597522;after;
R;349;85.003101610627;before;
R;163;85.003202622587;before;
R;283;85.003202622915;after;
R;361;85.003405609438;before;
R;349;85.003405629664;before;
R;181;86.001466410451;before;
R;205;86.001466420905;before;
R;253;86.001491621885;before;
R;205;86.001955387837;before;
R;277;86.001955387837;before;
R;295;86.002283679827;before;
R;313;86.002283679827;before;
R;259;86.002285412858;before;
R;127;86.00228541557;after;
R;145;86.002316422386;after;
R;151;86.002316435472;before;
R;205;86.002316435472;before;
R;163;86.002316442096;before;
R;151;86.002646453623;before;
R;145;86.002815457861;after;
R;259;86.002815460493;before;
R;127;86.002815462146;after;
R;325;86.002980654685;before;
R;361;86.002980654685;before;
R;301;86.003003704848;before;
R;241;86.003212646906;before;
L;331;86.321741394016;before;
L;85;86.479747667743;after;
L;349;86.479747679706;before;
R;313;87.001268679706;before;
R;331;87.001324474418;before;
R;343;87.001324495005;before;
R;199;87.001957652097;after;
R;151;87.001957656117;before;
R;103;87.002183676929;after;
R;349;87.002183679706;before;
R;325;87.002248704727;before;
R;283;87.002352681279;after;
R;211;87.002352684888;before;
R;331;87.002551520026;before;
R;127;87.002551527864;after;
R;211;87.002782646906;before;
R;127;87.002881532298;after;
R;277;87.002881545047;before;
R;343;87.002881545047;before;
R;283;87.003171689319;after;
R;163;88.00141445059;before;
R;181;88.001414460493;before;
R;259;88.001414460493;before;
R;361;88.001641703554;before;
R;145;88.001715560453;after;
R;301;88.001725696948;before;
R;253;88.001902671927;before;
R;361;88.002421704727;before;
R;241;88.002440696948;before;
R;271;88.002440696948;before;
R;331;88.002825577988;before;
R;163;88.002893486304;before;
R;205;88.002893493468;before;
R;295;88.003004721969;before;
L;331;88.299194570068;before;
L;349;88.306080729748;before;
L;103;88.306080731352;after;
R;343;89.001290595089;before;
R;283;89.001471682351;after;
R;199;89.001827712605;after;
R;313;89.002399729748;before;
R;349;89.002399729748;before;
R;325;89.002729754769;before;
R;331;89.00323262011;before;
R;295;90.00152477979;before;
R;181;90.001648518489;before;
R;259;90.001648518489;before;
R;301;90.001828804811;before;
R;205;90.00197854351;before;
R;253;90.002157721969;before;
R;343;90.002230605026;before;
R;259;90.00237362011;before;
R;361;90.002845754769;before;
R;241;90.00286474699;before;
R;271;90.00286474699;before;
R;205;90.002989645131;before;
R;277;90.002989645131;before;
L;163;90.192802615712;before;
L;349;90.44066477979;before;
S;217;91.000245722745;before;0.000245722745
R;211;91.001797748542;after;
R;325;91.001996804994;before;
R;331;91.002148630386;before;
R;199;91.002181712649;after;
R;343;91.002452655746;before;
R;283;91.002472742947;after;
R;349;91.002872830133;before;
R;313;91.002872830198;before;
S;241;92.000241749222;before;0.000241749222
S;259;92.00024457057;before;0.00024457057
S;181;92.000244570668;after;0.000244570668
R;259;92.001572682119;before;
R;253;92.002053775603;before;
R;217;92.002053775699;after;
R;301;92.002248798547;before;
R;277;92.002331708405;before;
R;205;92.002331708492;after;
R;271;92.00287780191;before;
R;241;92.002877801984;before;
R;295;92.002890824657;before;
R;205;92.002940597139;after;
S;217;93.000242829233;after;0.000242829233
R;331;93.001363681897;before;
R;241;93.001534856482;after;
R;151;93.001534857607;after;
R;313;93.001632882667;before;
R;211;93.001864863147;after;
R;217;93.001864885981;after;
R;253;93.002166829016;before;
R;349;93.002243882415;before;
R;199;93.002436773266;after;
R;325;93.002612909342;before;
R;277;93.002694707916;before;
R;343;93.002694708048;before;
R;283;93.003013803585;after;
S;241;94.000233857042;after;0.000233857042
S;259;94.000241732937;after;0.000241732937
R;205;94.001257907345;after;
R;253;94.001304885068;after;
R;295;94.001420937075;before;
R;205;94.002053757958;after;
R;277;94.002053757958;after;
R;301;94.00258296467;before;
R;271;94.002582964733;before;
R;181;94.002734782979;after;
R;259;94.002734782979;after;
R;211;94.002734785629;after;
L;211;94.131179914206;after;
L;181;94.131179914627;after;
L;241;94.131179923176;after;
L;331;94.187155733069;before;
S;277;95.00024575809;before;0.00024575809
S;343;95.00024575809;before;0.00024575809
R;325;95.001463965296;before;
R;181;95.001742914627;before;
R;217;95.001742915872;after;
R;181;95.002072926613;before;
R;151;95.002072941635;before;
R;241;95.002072944652;after;
R;199;95.002197833918;after;
R;331;95.002291783111;after;
R;313;95.002378993477;before;
R;283;95.003229864251;after;
L;259;95.345166783111;before;
L;331;95.345166783111;after;
L;211;95.516628805809;after;
L;205;95.516628808132;before;
L;277;95.516628808132;before;
L;217;95.589261937354;after;
L;151;95.589261951131;before;
L;205;95.589261951634;before;
L;241;95.589261956187;after;
L;211;95.589261958465;after;
S;301;96.00023802037;before;0.00023802037
R;205;96.001559808132;before;
R;277;96.001559808132;before;
R;211;96.001876821475;after;
R;259;96.001876833153;before;
R;331;96.001876833153;before;
R;181;96.002315969492;before;
R;205;96.002315976326;before;
R;217;96.002315985674;after;
R;151;96.00231598857;before;
R;241;96.002619982797;after;
R;151;96.00261999401;before;
R;205;96.002619994513;before;
R;295;96.00283004792;after;
R;217;96.003002010881;after;
R;241;96.003002014652;after;
R;181;96.003002019534;before;
R;259;96.003002019534;before;
R;151;96.003111011853;before;
R;271;96.003111019024;after;
L;253;96.216979030835;after;
L;181;96.216979036371;before;
L;241;96.216979044236;after;
S;313;97.000234048457;before;0.000234048457
R;325;97.001422076444;before;
R;301;97.001422076544;after;
R;331;97.001893836468;before;
R;343;97.001893839473;after;
R;217;97.001893851968;after;
R;151;97.002192033976;before;
R;295;97.002192047212;after;
R;211;97.002722889599;after;
R;217;97.002722897244;after;
R;277;97.002722899627;before;
R;343;97.002722899627;after;
R;349;97.003000104349;before;
R;313;97.003000104431;before;
R;271;97.003224048928;after;
R;181;97.003224058494;before;
L;151;97.530418083012;before;
S;301;98.000235131998;after;0.000235131998
R;205;98.001309083515;before;
R;325;98.001392131965;before;
R;181;98.001613108536;before;
R;259;98.001613108536;before;
R;271;98.001613116342;after;
R;151;98.001793067941;before;
R;301;98.001793074399;after;
R;277;98.002084905747;before;
R;343;98.00208491301;before;
R;295;98.002422101586;after;
R;313;98.002422101966;after;
R;205;98.003035133557;before;
R;277;98.003035133557;before;
R;241;98.003365157173;after;
R;259;98.003365158578;before;
R;331;98.003365158578;before;
L;217;98.203628923765;after;
L;331;98.203628938031;before;
L;241;98.203628943889;after;
S;313;99.000239159501;after;0.000239159501
R;349;99.001552159552;before;
R;211;99.00163895429;after;
R;343;99.001742963052;before;
R;217;99.001929984815;after;
R;241;99.002423983411;after;
R;331;99.002423988073;before;
R;181;99.002785092459;before;
R;325;99.002961187037;after;
L;151;99.538650116977;before;
L;205;99.53865011748;before;
R;295;100.001327218574;after;
R;181;100.001845142501;before;
R;259;100.001845142501;before;
R;151;100.002136167019;before;
R;205;100.002136167522;before;
R;205;100.002370167522;before;
R;277;100.002370167522;before;
R;301;100.002658250154;after;
R;271;100.003194178362;after;
R;259;100.003194192543;before;
R;151;101.001279218603;before;
R;325;101.001279238335;after;
R;181;101.001279242404;before;
R;313;101.001570226337;after;
R;181;101.001570243121;before;
R;271;101.00162097388;after;
R;331;101.001620988073;before;
R;343;101.002145984708;before;
R;331;101.002145999418;before;
R;343;101.002619024439;before;
R;271;101.002619024956;after;
R;211;101.002640044252;after;
R;217;101.003165074779;after;
R;313;101.003195265801;after;
R;349;101.003195266245;after;
L;151;101.610612267639;before;
L;313;101.610612274656;after;
R;181;102.001826293163;before;
R;259;102.001826293163;before;
R;259;102.00222004946;before;
R;205;102.002680074481;before;
R;277;102.002680074481;before;
R;205;102.002949318184;before;
R;325;102.002949323634;after;
R;181;103.002654342199;before;
R;325;103.002654349323;after;
R;181;103.002971362193;before;
R;151;103.002971380965;before;
R;343;103.002991074481;before;
R;349;103.003138320477;after;
R;331;103.003282099502;before;
L;325;103.537315375063;after;
L;151;103.537315386711;before;
L;205;103.537315387214;before;
S;181;104.000237411612;before;0.000237411612
R;361;104.001764351041;after;
R;331;104.002124099585;before;
R;259;104.002124099652;before;
R;325;104.002454110332;after;
R;277;104.002454124823;before;
R;205;104.002454124906;before;
R;151;104.002933436513;after;
R;205;104.002933436956;before;
R;259;104.00325046221;before;
R;181;104.0032504623;before;
R;325;104.003250464052;after;
S;361;105.00023848279;after;0.00023848279
S;151;105.000238487173;after;0.000238487173
S;325;105.000243110263;after;0.000243110263
S;343;105.000243125367;after;0.000243125367
R;331;105.001288151149;after;
R;325;105.001288153529;after;
R;331;105.002268164207;after;
R;277;105.002268181256;before;
R;343;105.002268181691;after;
R;181;105.00242750328;after;
R;151;105.002427505293;after;
R;361;105.002731527796;after;
R;181;105.002731530166;after;
R;277;106.002005488904;before;
R;205;106.00200548899;before;
R;205;106.002683556829;before;
R;331;106.002803515529;after;
R;259;106.002803515598;before;
R;181;106.003104583492;after;
R;259;106.003104583609;before;
R;343;107.001286542803;after;
R;331;107.001577570077;after;
R;259;108.001833583762;before;
R;181;108.001833585671;after;
R;205;108.002202614513;before;
R;205;108.003073610695;before;
R;277;108.003073611943;before;
R;259;108.003364640124;before;
R;331;109.001268570598;after;
R;343;109.002131598393;after;
R;331;111.002394627165;after;
R;343;111.003192655937;after;
R;343;113.001713657431;after;
R;331;113.002758687697;after;
R;331;115.002371687751;after;
R;343;115.002701718071;after;
R;331;117.00156074841;after;
R;343;117.002215778749;after;
R;343;119.001776778761;after;
R;331;119.002106809112;after;
