L-podanie trajektori dla nastêpnika, R-potwierdzenie znajdowania siê na trajektorii przez nastêpnika, S - sygna³ odjazdu;ID auta;Moment Symulacji w sec;Przed wjazdem na skrzy¿owanie/ Po ruszeniu;Czas trwania nadawania sygna³u odjazdu (S)
R;247;72.00218006123;before;
R;307;72.002180063411;before;
R;199;72.002320018149;after;
R;361;72.002411939567;before;
R;271;72.002471057557;before;
R;307;72.002471071904;before;
R;247;72.002471074085;before;
R;205;72.002505300742;before;
R;289;72.002505300742;before;
R;307;72.002788084759;before;
R;217;72.002788099106;before;
R;271;72.002788099106;before;
R;301;72.002788101287;before;
R;343;72.002788101287;before;
R;277;72.002913325763;before;
R;301;72.00311810978;before;
R;247;72.003118124127;before;
R;307;72.003118126308;before;
R;337;72.003168275721;before;
R;217;72.003435120454;before;
R;259;72.003435134801;before;
R;307;72.003435134801;before;
R;211;72.003435136982;before;
R;247;72.003435136982;before;
L;331;72.599519964588;before;
R;127;73.002415043378;before;
R;331;73.002514099106;before;
R;343;73.002514101287;before;
R;199;73.002706967721;after;
R;349;73.002951300742;before;
R;295;73.003010992748;after;
R;145;73.003010992784;before;
R;367;73.003226054506;before;
R;139;73.003226068575;before;
L;271;73.147079111961;before;
L;319;73.147079128489;before;
L;337;73.425287325763;before;
R;307;74.001613139163;before;
R;217;74.00161315351;before;
R;271;74.00161315351;before;
R;301;74.001613155691;before;
R;343;74.001613155691;before;
R;337;74.001824325763;before;
R;181;74.001884325763;before;
R;343;74.002281164184;before;
R;247;74.002281178531;before;
R;307;74.002281180712;before;
R;247;74.002572191386;before;
R;301;74.002572205733;before;
R;343;74.002572205733;before;
R;217;74.002572207914;before;
R;271;74.002572207914;before;
R;157;74.002617350784;before;
R;205;74.002617350784;before;
R;271;74.002863216407;before;
R;301;74.002863218588;before;
R;319;74.002863232935;before;
R;205;74.002981350784;before;
R;289;74.002981350784;before;
R;217;74.003154229262;before;
R;259;74.003154243609;before;
R;307;74.003154243609;before;
R;211;74.00315424579;before;
R;247;74.00315424579;before;
R;319;74.003194124127;before;
R;361;74.003194124127;before;
L;331;74.641174149148;before;
R;199;75.001402019229;after;
R;349;75.001568350784;before;
R;295;75.00181004571;after;
R;367;75.001810049309;before;
R;343;75.001898151329;before;
R;331;75.002670149148;before;
R;139;75.002740120649;before;
R;145;75.003031147299;before;
R;127;75.003031147478;before;
L;355;75.475488372187;before;
L;337;75.475488375805;before;
L;271;75.658143162003;before;
L;319;75.658143178531;before;
R;205;76.001437350784;before;
R;61;76.001437355571;before;
R;361;76.001465174169;before;
R;181;76.001728375805;before;
R;301;76.001961239936;before;
R;247;76.001961254283;before;
R;307;76.001961256464;before;
R;157;76.001962366521;before;
R;181;76.001962385379;before;
R;205;76.002136400826;before;
R;289;76.002136400826;before;
R;337;76.002253375805;before;
R;343;76.00301129434;before;
R;247;76.003011308687;before;
R;319;76.003011308687;before;
R;307;76.003011310868;before;
R;271;76.003328305014;before;
R;307;76.003328319361;before;
R;247;76.003328321542;before;
R;319;76.003328321542;before;
L;331;76.53726519919;before;
R;139;77.001342410174;before;
R;127;77.001789437902;before;
R;157;77.001789441146;before;
R;295;77.001804202443;after;
R;349;77.001945400826;before;
R;343;77.002032348744;before;
R;199;77.003161230276;after;
L;337;77.636740425847;before;
L;271;77.687449359418;before;
L;319;77.687449375946;before;
R;301;78.00142329434;before;
R;247;78.001423308687;before;
R;307;78.001423310868;before;
R;61;78.001541397463;before;
R;205;78.001541400826;before;
R;289;78.001541400826;before;
R;217;78.001740305014;before;
R;259;78.001740319361;before;
R;211;78.001740321542;before;
R;271;78.001859359418;before;
R;277;78.002001425847;before;
R;337;78.002331425847;before;
R;205;78.002352409795;before;
R;277;78.002352419121;before;
R;181;78.002352430435;before;
R;343;78.002436370092;before;
R;247;78.002436384439;before;
R;319;78.002436384439;before;
R;307;78.00243638662;before;
R;127;78.002656441338;before;
R;205;78.002656455456;before;
R;61;78.002656463407;before;
R;319;78.002687224211;before;
R;361;78.002687224211;before;
R;307;78.002818395113;before;
R;217;78.00281840946;before;
R;271;78.00281840946;before;
R;301;78.002818411641;before;
R;343;78.002818411641;before;
R;61;78.002960467788;before;
R;181;78.002960480477;before;
R;277;78.002960480477;before;
R;127;78.002960480627;before;
R;247;78.003109405787;before;
R;343;78.003109420134;before;
R;271;78.003109422315;before;
R;259;78.003109436662;before;
R;211;78.003109438843;before;
L;331;78.446200249232;before;
R;349;79.001438450868;before;
R;343;79.002301251413;before;
R;205;79.00296449956;before;
R;61;79.002964510478;before;
R;199;79.003034231097;after;
R;295;79.003325259751;after;
L;337;79.418379475889;before;
L;271;79.489858262087;before;
L;319;79.489858278615;before;
R;181;80.001577213053;before;
R;205;80.001577228888;before;
R;217;80.001851430808;before;
R;145;80.001881223752;before;
R;157;80.001881238074;before;
R;205;80.001881238074;before;
R;343;80.001920272761;before;
R;361;80.002032274253;before;
R;61;80.00211046506;before;
R;271;80.002250283435;before;
R;307;80.002250297782;before;
R;247;80.002250299963;before;
R;205;80.00234451986;before;
R;289;80.00234451986;before;
R;349;80.002401479252;before;
R;337;80.002401484018;before;
R;307;80.002554310637;before;
R;217;80.002554324984;before;
R;271;80.002554324984;before;
R;301;80.002554327165;before;
R;343;80.002554327165;before;
R;181;80.002635544881;before;
R;145;80.002635546394;before;
R;127;80.002661534638;before;
R;337;80.002661544881;before;
R;247;80.003001321311;before;
R;301;80.003001335658;before;
R;343;80.003001335658;before;
R;217;80.003001337839;before;
R;271;80.003001337839;before;
R;301;80.003318348513;before;
R;211;80.00331836286;before;
R;247;80.00331836286;before;
R;259;80.003318365041;before;
R;307;80.003318365041;before;
L;331;80.169321299274;before;
R;295;81.002574261268;after;
R;337;81.002613562839;before;
R;199;81.002878291439;after;
R;343;81.002943327165;before;
R;139;81.002969575745;before;
R;289;81.00296958786;before;
R;349;81.00296958786;before;
R;127;81.002969596126;before;
R;349;81.003299608628;before;
R;337;81.003299629413;before;
L;127;81.40506962113;before;
L;337;81.405069633649;before;
L;271;81.412617337839;before;
L;319;81.412617354367;before;
R;247;82.00139236286;before;
R;301;82.001392377207;before;
R;343;82.001392377207;before;
R;217;82.001392379388;before;
R;271;82.001392379388;before;
R;205;82.001442569902;before;
R;289;82.001442569902;before;
R;343;82.001722390062;before;
R;247;82.001722404409;before;
R;307;82.00172240659;before;
R;145;82.002058584933;before;
R;181;82.002214594923;before;
R;301;82.002320390062;before;
R;247;82.002320404409;before;
R;307;82.00232040659;before;
R;319;82.002370324295;before;
R;361;82.002370324295;before;
R;289;82.002375599964;before;
R;271;82.002624400736;before;
R;319;82.002624417264;before;
R;217;82.00262442943;before;
R;301;82.002624431611;before;
R;205;82.002765619944;before;
R;217;82.003006442285;before;
R;259;82.003006456632;before;
R;307;82.003006456632;before;
R;211;82.003006458813;before;
R;247;82.003006458813;before;
L;331;82.672460349316;before;
R;199;83.001698291578;after;
R;295;83.001989321888;after;
R;343;83.002108444466;before;
R;349;83.00292265867;before;
L;271;83.44547845514;before;
L;319;83.445478471668;before;
L;337;83.649859683691;before;
R;307;84.001389482342;before;
R;217;84.001389496689;before;
R;271;84.001389496689;before;
R;301;84.00138949887;before;
R;343;84.00138949887;before;
R;181;84.001494644965;before;
R;277;84.001494644965;before;
R;343;84.001693507363;before;
R;301;84.001706507363;before;
R;205;84.001811669986;before;
R;289;84.001811669986;before;
R;247;84.001997534565;before;
R;301;84.001997548912;before;
R;343;84.001997548912;before;
R;217;84.001997551093;before;
R;271;84.001997551093;before;
R;277;84.002102695007;before;
R;205;84.002253669986;before;
R;217;84.002301559586;before;
R;259;84.002301573933;before;
R;307;84.002301573933;before;
R;211;84.002301576114;before;
R;247;84.002301576114;before;
R;319;84.002422374337;before;
R;361;84.002422374337;before;
R;337;84.002463683691;before;
R;271;84.002886559586;before;
R;307;84.002886573933;before;
R;247;84.002886576114;before;
R;319;84.002886576114;before;
L;331;84.402398399358;before;
R;349;85.001752708712;before;
R;343;85.001824603316;before;
R;199;85.001966352213;after;
R;295;85.002257382538;after;
R;331;85.003003399358;before;
L;271;85.23352861399;before;
L;319;85.233528630518;before;
L;337;85.458369733733;before;
R;181;86.001424695007;before;
R;361;86.001447424379;before;
R;343;86.001638624664;before;
R;247;86.001638639011;before;
R;307;86.001638641192;before;
R;337;86.001852733733;before;
R;247;86.001929651866;before;
R;301;86.001929666213;before;
R;343;86.001929666213;before;
R;217;86.001929668394;before;
R;271;86.001929668394;before;
R;205;86.001988720028;before;
R;301;86.002220679068;before;
R;247;86.002220693415;before;
R;307;86.002220695596;before;
R;271;86.002506676887;before;
R;307;86.002506691234;before;
R;247;86.002506693415;before;
R;205;86.002625720028;before;
R;289;86.002625720028;before;
R;307;86.002797704089;before;
R;217;86.002797718436;before;
R;271;86.002797718436;before;
R;301;86.002797720617;before;
R;343;86.002797720617;before;
R;217;86.003127731291;before;
R;259;86.003127745638;before;
R;307;86.003127745638;before;
R;211;86.003127747819;before;
R;247;86.003127747819;before;
L;331;86.2698764494;before;
R;199;87.002156412874;after;
R;295;87.00248644321;after;
R;331;87.002770718436;before;
R;343;87.002770720617;before;
R;349;87.002974758754;before;
L;271;87.249112731291;before;
L;319;87.249112747819;before;
L;337;87.521146783775;before;
R;277;88.001379783775;before;
R;361;88.001669743457;before;
R;205;88.001670808796;before;
R;289;88.001670808796;before;
R;337;88.001800783775;before;
R;343;88.001856741965;before;
R;247;88.001856756312;before;
R;307;88.001856758493;before;
R;181;88.002000833817;before;
R;277;88.002000833817;before;
R;247;88.002173769167;before;
R;301;88.002173783514;before;
R;343;88.002173783514;before;
R;217;88.002173785695;before;
R;271;88.002173785695;before;
R;205;88.002317858838;before;
R;217;88.002464794188;before;
R;271;88.002633794188;before;
R;301;88.002755804862;before;
R;211;88.002755819209;before;
R;259;88.00275582139;before;
R;307;88.003059829883;before;
R;217;88.00305984423;before;
R;271;88.00305984423;before;
R;301;88.003059846411;before;
R;343;88.003059846411;before;
L;331;88.265015768478;before;
R;331;89.001740835737;before;
R;343;89.001740837918;before;
R;349;89.001830808796;before;
L;337;89.448853833817;before;
L;271;89.545600848592;before;
L;319;89.54560086512;before;
R;271;90.001320848592;before;
R;301;90.001541854904;before;
R;217;90.001845865578;before;
R;259;90.001845879925;before;
R;307;90.001845879925;before;
R;211;90.001845882106;before;
R;247;90.001845882106;before;
R;205;90.001878858838;before;
R;343;90.002131859266;before;
R;247;90.002131873613;before;
R;319;90.002131873613;before;
R;307;90.002131875794;before;
R;277;90.002224833817;before;
R;319;90.002407860758;before;
R;361;90.002407860758;before;
R;307;90.002435884287;before;
R;217;90.002435898634;before;
R;271;90.002435898634;before;
R;301;90.002435900815;before;
R;343;90.002435900815;before;
R;205;90.002554858838;before;
R;289;90.002554858838;before;
R;181;90.002936883859;before;
R;277;90.002936883859;before;
R;247;90.003220894961;before;
R;301;90.003220909308;before;
R;343;90.003220909308;before;
R;217;90.003220911489;before;
R;271;90.003220911489;before;
L;331;90.280937885779;before;
R;331;91.002879886205;before;
S;205;92.000235911119;before;0.000235911119
R;247;92.001260894961;before;
R;343;92.001260910656;before;
R;301;92.001260910752;before;
R;271;92.001260912722;before;
R;217;92.001260912852;before;
R;277;92.001410937486;before;
R;181;92.00141093762;after;
R;289;92.001818963774;before;
R;205;92.001818963853;before;
R;307;92.002188905635;before;
R;271;92.002188921342;before;
R;217;92.002188921432;before;
R;343;92.002188923432;before;
R;301;92.002188923475;before;
R;301;92.002492932106;before;
R;271;92.002583934106;before;
R;319;92.002583951787;before;
R;277;92.002967990062;before;
R;217;92.00300494278;before;
R;343;92.00300494478;before;
R;259;92.00300495826;after;
R;319;92.003004960389;before;
R;211;92.003004960743;after;
R;331;93.002436987361;before;
S;205;94.000241014799;after;0.000241014799
S;289;94.000241014799;before;0.000241014799
R;307;94.001551971371;before;
R;271;94.001551988563;before;
R;217;94.001551988576;before;
R;301;94.001551991197;before;
R;343;94.001551991366;before;
R;217;94.001843014787;before;
R;271;94.002025002077;before;
R;181;94.00213103982;after;
R;301;94.002160038377;before;
R;319;94.0024150151;before;
R;247;94.002464056666;before;
R;301;94.002464070901;before;
R;343;94.002464073464;before;
R;271;94.002464074632;before;
R;217;94.002464077043;before;
R;211;94.002591061247;after;
R;157;94.002591064468;after;
R;205;94.002591064841;after;
R;337;94.002869936654;before;
R;343;94.002898085343;before;
R;319;94.00289810238;before;
R;247;94.002898102575;before;
R;307;94.002898103349;before;
S;277;95.00023703982;before;0.00023703982
S;337;95.00023703982;before;0.00023703982
R;289;95.001789064841;after;
R;349;95.001789064841;before;
R;331;95.002822043447;before;
L;337;95.187226089862;before;
L;277;95.459337089862;before;
L;205;95.581555114883;before;
L;289;95.581555114883;after;
L;181;95.687175089116;before;
S;289;96.000238114883;after;0.000238114883
S;349;96.000238114883;before;0.000238114883
R;247;96.001481103868;before;
R;217;96.001481111085;before;
R;205;96.001481114137;before;
R;343;96.001562129822;before;
R;277;96.001634139904;before;
R;337;96.001634139904;after;
R;181;96.00178511862;before;
R;157;96.001785118837;before;
R;217;96.001785133253;before;
R;319;96.001905147394;before;
R;307;96.001905156295;before;
R;205;96.00211514541;before;
R;181;96.002115155222;before;
R;211;96.002115162778;after;
R;277;96.002115165887;before;
R;157;96.002209171215;before;
R;343;96.002209179296;before;
R;319;96.002209186466;before;
R;337;96.002388139904;after;
R;217;96.002887157567;before;
R;181;96.002887170431;before;
R;277;96.002887170431;before;
R;211;96.002887171409;after;
R;211;96.003217181186;after;
R;205;96.003217195452;before;
R;289;96.003217195452;after;
R;217;96.003217203065;before;
S;337;97.000234139904;after;0.000234139904
R;211;97.001422153208;after;
R;349;97.001422164925;after;
R;337;97.001934166512;after;
R;289;97.001934173349;before;
S;247;98.00023518447;before;0.00023518447
S;277;98.000235198397;before;0.000235198397
S;271;98.000235202823;before;0.000235202823
R;217;98.001400184839;before;
R;337;98.001400190033;after;
R;289;98.001891195591;after;
R;337;98.0018912089;after;
R;277;98.001891214592;before;
R;217;98.001891214741;before;
R;271;98.001891215062;before;
R;271;98.002195225538;before;
R;205;98.002195239613;before;
R;289;98.00219523964;after;
R;247;98.002195244714;before;
R;277;98.002486236484;before;
R;289;98.002486255012;after;
R;337;98.00267622826;after;
R;349;98.002676234655;after;
R;211;98.002676245067;after;
R;157;98.002705245111;before;
R;271;98.003217270484;before;
R;181;98.003217270515;before;
R;277;98.003217270515;before;
S;289;99.000236253281;before;0.000236253281
S;349;99.000236253281;before;0.000236253281
S;361;99.00023927346;before;0.00023927346
R;157;99.001570301809;after;
L;271;99.144723274972;before;
L;337;99.144723278302;after;
L;247;99.578689263972;before;
L;337;99.578689278302;after;
L;217;99.578689284838;before;
L;271;99.578689286217;before;
S;205;100.000243295716;before;0.000243295716
S;271;100.000245273046;before;0.000245273046
S;277;100.000245278983;before;0.000245278983
R;349;100.001667292811;after;
R;247;100.001667303593;before;
R;331;100.002198308713;before;
R;277;100.002198321506;before;
R;181;100.002198321562;after;
R;205;100.00261932171;before;
R;277;100.002619329964;before;
R;247;100.002650315141;before;
R;331;100.003105351215;before;
R;289;100.003105355666;after;
R;205;100.003105355754;before;
R;217;100.003110345444;before;
R;271;100.003110345688;before;
R;349;102.001241319429;after;
R;247;102.001319376202;before;
R;331;102.001805341521;before;
R;277;102.002034332467;before;
R;181;102.002372382726;after;
R;277;102.002372382979;before;
R;217;102.00265040653;before;
R;271;102.002650406716;before;
R;205;102.002663409698;after;
R;289;102.003014410179;after;
R;205;102.003014410204;after;
R;247;102.003188436858;before;
R;271;104.001657467363;before;
R;181;104.00171743966;after;
R;289;104.0019124125;after;
R;247;104.002039497868;before;
R;277;104.002229442021;before;
R;337;104.002510388387;after;
R;205;104.002944469116;after;
R;337;106.001569448727;after;
